Source,Listing title,Price,Location,Vehicle year/model,Part type,Color,Seller name if available,Phone/contact if available,Direct listing link,Date found,Match score,Duplicate yes/no,Status,Notes
Craigslist,No live Craigslist result found yet: Tesla 2024 Model Y hood in spokane,,spokane,2024 Tesla Model Y,hood,,,,https://spokane.craigslist.org/search/pta?query=Tesla+2024+Model+Y+hood,2026-05-01T09:49:38+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla 2024 Model Y hood in bellingham,,bellingham,2024 Tesla Model Y,hood,,,,https://bellingham.craigslist.org/search/pta?query=Tesla+2024+Model+Y+hood,2026-05-01T09:49:42+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla 2024 Model Y hood in portland,,portland,2024 Tesla Model Y,hood,,,,https://portland.craigslist.org/search/pta?query=Tesla+2024+Model+Y+hood,2026-05-01T09:49:47+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla 2024 Model Y hood in eugene,,eugene,2024 Tesla Model Y,hood,,,,https://eugene.craigslist.org/search/pta?query=Tesla+2024+Model+Y+hood,2026-05-01T09:49:50+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla 2024 Model Y hood in bend,,bend,2024 Tesla Model Y,hood,,,,https://bend.craigslist.org/search/pta?query=Tesla+2024+Model+Y+hood,2026-05-01T09:49:54+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla 2024 Model Y front bumper in seattle,,seattle,2024 Tesla Model Y,front bumper,,,,https://seattle.craigslist.org/search/pta?query=Tesla+2024+Model+Y+front+bumper,2026-05-01T09:52:10+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla 2024 Model Y front bumper in spokane,,spokane,2024 Tesla Model Y,front bumper,,,,https://spokane.craigslist.org/search/pta?query=Tesla+2024+Model+Y+front+bumper,2026-05-01T09:52:13+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla 2024 Model Y front bumper in bellingham,,bellingham,2024 Tesla Model Y,front bumper,,,,https://bellingham.craigslist.org/search/pta?query=Tesla+2024+Model+Y+front+bumper,2026-05-01T09:52:18+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla 2024 Model Y front bumper in portland,,portland,2024 Tesla Model Y,front bumper,,,,https://portland.craigslist.org/search/pta?query=Tesla+2024+Model+Y+front+bumper,2026-05-01T09:52:22+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla 2024 Model Y front bumper in eugene,,eugene,2024 Tesla Model Y,front bumper,,,,https://eugene.craigslist.org/search/pta?query=Tesla+2024+Model+Y+front+bumper,2026-05-01T09:52:25+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla 2024 Model Y front bumper in bend,,bend,2024 Tesla Model Y,front bumper,,,,https://bend.craigslist.org/search/pta?query=Tesla+2024+Model+Y+front+bumper,2026-05-01T09:52:28+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y hood in seattle,,seattle, Tesla Model Y,hood,,,,https://seattle.craigslist.org/search/pta?query=Tesla+Model+Y+hood,2026-05-01T09:52:58+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y hood in spokane,,spokane, Tesla Model Y,hood,,,,https://spokane.craigslist.org/search/pta?query=Tesla+Model+Y+hood,2026-05-01T09:53:02+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y hood in bellingham,,bellingham, Tesla Model Y,hood,,,,https://bellingham.craigslist.org/search/pta?query=Tesla+Model+Y+hood,2026-05-01T09:53:06+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y hood in portland,,portland, Tesla Model Y,hood,,,,https://portland.craigslist.org/search/pta?query=Tesla+Model+Y+hood,2026-05-01T09:53:15+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y hood in eugene,,eugene, Tesla Model Y,hood,,,,https://eugene.craigslist.org/search/pta?query=Tesla+Model+Y+hood,2026-05-01T09:53:19+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y hood in bend,,bend, Tesla Model Y,hood,,,,https://bend.craigslist.org/search/pta?query=Tesla+Model+Y+hood,2026-05-01T09:53:23+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y front bumper in spokane,,spokane, Tesla Model Y,front bumper,,,,https://spokane.craigslist.org/search/pta?query=Tesla+Model+Y+front+bumper,2026-05-01T09:53:31+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y front bumper in eugene,,eugene, Tesla Model Y,front bumper,,,,https://eugene.craigslist.org/search/pta?query=Tesla+Model+Y+front+bumper,2026-05-01T09:53:41+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y front bumper in bend,,bend, Tesla Model Y,front bumper,,,,https://bend.craigslist.org/search/pta?query=Tesla+Model+Y+front+bumper,2026-05-01T09:53:45+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y rear bumper in spokane,,spokane, Tesla Model Y,rear bumper,,,,https://spokane.craigslist.org/search/pta?query=Tesla+Model+Y+rear+bumper,2026-05-01T09:53:51+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y rear bumper in eugene,,eugene, Tesla Model Y,rear bumper,,,,https://eugene.craigslist.org/search/pta?query=Tesla+Model+Y+rear+bumper,2026-05-01T09:54:01+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y rear bumper in bend,,bend, Tesla Model Y,rear bumper,,,,https://bend.craigslist.org/search/pta?query=Tesla+Model+Y+rear+bumper,2026-05-01T09:54:04+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model Y headlight in spokane,,spokane, Tesla Model Y,headlight,,,,https://spokane.craigslist.org/search/pta?query=Tesla+Model+Y+headlight,2026-05-01T09:54:13+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model 3 front bumper in seattle,,seattle, Tesla Model 3,front bumper,,,,https://seattle.craigslist.org/search/pta?query=Tesla+Model+3+front+bumper,2026-05-01T09:55:45+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model 3 front bumper in eugene,,eugene, Tesla Model 3,front bumper,,,,https://eugene.craigslist.org/search/pta?query=Tesla+Model+3+front+bumper,2026-05-01T09:55:58+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Craigslist,No live Craigslist result found yet: Tesla Model 3 front bumper in bend,,bend, Tesla Model 3,front bumper,,,,https://bend.craigslist.org/search/pta?query=Tesla+Model+3+front+bumper,2026-05-01T09:56:02+00:00,68,No,Manual Review,"year match, model match, part match, direct link, public source; manual review/no automated outreach"
Car-Part.com,Car-Part usable result workflow: Tesla 2024 Model Y hood,,Nationwide / Car-Part,2024 Tesla Model Y,hood,,,,https://www.car-part.com/cgi-bin/search.cgi?userSearch=int&userPart=Tesla+2024+Model+Y+hood,2026-05-01T09:49:54+00:00,63,No,Manual Review,"year match, model match, part match, direct link, manual review source; manual review/no automated outreach"
Car-Part.com,Car-Part usable result workflow: Tesla 2024 Model Y front bumper,,Nationwide / Car-Part,2024 Tesla Model Y,front bumper,,,,https://www.car-part.com/cgi-bin/search.cgi?userSearch=int&userPart=Tesla+2024+Model+Y+front+bumper,2026-05-01T09:52:28+00:00,63,No,Manual Review,"year match, model match, part match, direct link, manual review source; manual review/no automated outreach"
Copart,Manual review search: Tesla 2024 Model Y hood,,West Coast,2024 Tesla Model Y,hood,,,,https://www.copart.com/lotSearchResults?free=true&query=Tesla+2024+Model+Y+hood,2026-05-01T09:49:54+00:00,63,No,Manual Review,"year match, model match, part match, direct link, manual review source; manual review/no automated outreach"
Copart,Manual review search: Tesla 2024 Model Y front bumper,,West Coast,2024 Tesla Model Y,front bumper,,,,https://www.copart.com/lotSearchResults?free=true&query=Tesla+2024+Model+Y+front+bumper,2026-05-01T09:52:28+00:00,63,No,Manual Review,"year match, model match, part match, direct link, manual review source; manual review/no automated outreach"
Facebook Marketplace,Manual review search: Tesla 2024 Model Y hood,,West Coast,2024 Tesla Model Y,hood,,,,https://www.facebook.com/marketplace/search/?query=Tesla%25202024%2520Model%2520Y%2520hood,2026-05-01T09:49:54+00:00,63,No,Manual Review,"year match, model match, part match, direct link, manual review source; manual review/no automated outreach"
Facebook Marketplace,Manual review search: Tesla 2024 Model Y front bumper,,West Coast,2024 Tesla Model Y,front bumper,,,,https://www.facebook.com/marketplace/search/?query=Tesla%25202024%2520Model%2520Y%2520front%2520bumper,2026-05-01T09:52:28+00:00,63,No,Manual Review,"year match, model match, part match, direct link, manual review source; manual review/no automated outreach"
IAAI,Manual review search: Tesla 2024 Model Y hood,,West Coast,2024 Tesla Model Y,hood,,,,https://www.iaai.com/Search?Keyword=Tesla+2024+Model+Y+hood,2026-05-01T09:49:54+00:00,63,No,Manual Review,"year match, model match, part match, direct link, manual review source; manual review/no automated outreach"
IAAI,Manual review search: Tesla 2024 Model Y front bumper,,West Coast,2024 Tesla Model Y,front bumper,,,,https://www.iaai.com/Search?Keyword=Tesla+2024+Model+Y+front+bumper,2026-05-01T09:52:28+00:00,63,No,Manual Review,"year match, model match, part match, direct link, manual review source; manual review/no automated outreach"
Craigslist,Tesla model 3 or Y headlight Left side,$350,seattle / Milwaukie, Tesla Model Y,headlight,,,,https://portland.craigslist.org/mlt/pts/d/portland-tesla-model-or-headlight-left/7929779630.html,2026-05-01T09:54:10+00:00,53,No,Watchlist,"year match, part match, price visible, direct link, public source"
Craigslist,Tesla half yolk steering wheel,$200,seattle / Seattle, Tesla Model Y,wheel,,,,https://seattle.craigslist.org/see/pts/d/tesla-half-yolk-steering-wheel/7930743561.html,2026-05-01T09:54:55+00:00,53,No,Watchlist,"year match, part match, price visible, direct link, public source"
Craigslist,Tesla Model Y 3 Parts,,seattle / Marysville, Tesla Model Y,front bumper,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-3-parts/7921311562.html,2026-05-01T09:53:26+00:00,43,No,Watchlist,"year match, model match, direct link, public source"
Craigslist,Tesla Model Y Left Headlight (New),$250,bellingham / north vancouver, Tesla Model Y,headlight,,,,https://vancouver.craigslist.org/nvn/pts/d/north-vancouver-tesla-model-left/7896365226.html,2026-05-01T09:54:19+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,Tesla Model Y Door Wiring Rear Right 2020-2024 OEM 1489,$135,spokane / Marysville, Tesla Model Y,door,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-door-wiring-rear/7922263989.html,2026-05-01T09:54:36+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,Tesla Model Y Door Wiring Rear Right 2020-2024 OEM 1489,$135,bellingham / Marysville, Tesla Model Y,door,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-door-wiring-rear/7922263989.html,2026-05-01T09:54:40+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,2021-2023 Tesla Model Y Front Drivers Left Door Panel Card,$100,bellingham / 7h ago NE Portland, Tesla Model Y,door,,,,https://portland.craigslist.org/mlt/pts/d/portland-tesla-model-front-drivers-left/7917863484.html,2026-05-01T09:54:40+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,2021-2023 Tesla Model Y Front Drivers Left Door Panel Card,$100,portland / 7h ago NE Portland, Tesla Model Y,door,,,,https://portland.craigslist.org/mlt/pts/d/portland-tesla-model-front-drivers-left/7917863484.html,2026-05-01T09:54:43+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,Tesla Model Y Door Wiring Rear Right 2020-2024 OEM 1489,$135,portland / Marysville, Tesla Model Y,door,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-door-wiring-rear/7922263989.html,2026-05-01T09:54:43+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,2021-2023 Tesla Model Y Front Drivers Left Door Panel Card,$100,eugene / 7h ago NE Portland, Tesla Model Y,door,,,,https://portland.craigslist.org/mlt/pts/d/portland-tesla-model-front-drivers-left/7917863484.html,2026-05-01T09:54:48+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,2021-2023 Tesla Model Y Front Drivers Left Door Panel Card,$100,bend / 7h ago NE Portland, Tesla Model Y,door,,,,https://portland.craigslist.org/mlt/pts/d/portland-tesla-model-front-drivers-left/7917863484.html,2026-05-01T09:54:52+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,Tesla Model Y performance 21” wheel rims covers curb protectors gunmetal grey,$79,bellingham / Vancouver, Tesla Model Y,wheel,,,,https://vancouver.craigslist.org/van/pts/d/vancouver-tesla-model-performance-21/7901293693.html,2026-05-01T09:55:03+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,"Tesla Model 3 Clear PPF Hood, fenders, headlights, mirrors fog lights",$229,spokane / Tukwila, Tesla Model 3,hood,,,,https://seattle.craigslist.org/skc/pts/d/seattle-tesla-model-clear-ppf-hood/7917727783.html,2026-05-01T09:55:22+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,"Tesla Model 3 Clear PPF Hood, fenders, headlights, mirrors fog lights",$229,bellingham / Tukwila, Tesla Model 3,hood,,,,https://seattle.craigslist.org/skc/pts/d/seattle-tesla-model-clear-ppf-hood/7917727783.html,2026-05-01T09:55:26+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,NEW 2017 2022 2023 Pair TESLA MODEL 3 FRONT LEFT RIGHT Side HOOD HINGE,$80,bellingham / clark/cowlitz WA, Tesla Model 3,hood,,,,https://portland.craigslist.org/clk/pts/d/vancouver-new-pair-tesla-model-front/7908199617.html,2026-05-01T09:55:26+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,NEW 2017 2022 2023 Pair TESLA MODEL 3 FRONT LEFT RIGHT Side HOOD HINGE,$80,portland / clark/cowlitz WA, Tesla Model 3,hood,,,,https://portland.craigslist.org/clk/pts/d/vancouver-new-pair-tesla-model-front/7908199617.html,2026-05-01T09:55:31+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,"Tesla Model 3 Clear PPF Hood, fenders, headlights, mirrors fog lights",$229,portland / Tukwila, Tesla Model 3,hood,,,,https://seattle.craigslist.org/skc/pts/d/seattle-tesla-model-clear-ppf-hood/7917727783.html,2026-05-01T09:55:31+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,NEW 2017 2022 2023 Pair TESLA MODEL 3 FRONT LEFT RIGHT Side HOOD HINGE,$80,eugene / clark/cowlitz WA, Tesla Model 3,hood,,,,https://portland.craigslist.org/clk/pts/d/vancouver-new-pair-tesla-model-front/7908199617.html,2026-05-01T09:55:35+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,"Tesla Model 3 Clear PPF Hood, fenders, headlights, mirrors fog lights",$229,eugene / Tukwila, Tesla Model 3,hood,,,,https://seattle.craigslist.org/skc/pts/d/seattle-tesla-model-clear-ppf-hood/7917727783.html,2026-05-01T09:55:35+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,NEW 2017 2022 2023 Pair TESLA MODEL 3 FRONT LEFT RIGHT Side HOOD HINGE,$80,bend / clark/cowlitz WA, Tesla Model 3,hood,,,,https://portland.craigslist.org/clk/pts/d/vancouver-new-pair-tesla-model-front/7908199617.html,2026-05-01T09:55:39+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,"Tesla Model 3 Clear PPF Hood, fenders, headlights, mirrors fog lights",$229,bend / Tukwila, Tesla Model 3,hood,,,,https://seattle.craigslist.org/skc/pts/d/seattle-tesla-model-clear-ppf-hood/7917727783.html,2026-05-01T09:55:39+00:00,73,Yes,Duplicate,"year match, model match, part match, price visible, direct link, public source"
Craigslist,Tesla model 3 or Y headlight Left side,$350,bellingham / Milwaukie, Tesla Model Y,headlight,,,,https://portland.craigslist.org/mlt/pts/d/portland-tesla-model-or-headlight-left/7929779630.html,2026-05-01T09:54:19+00:00,53,Yes,Duplicate,"year match, part match, price visible, direct link, public source"
Craigslist,Tesla model 3 or Y headlight Left side,$350,portland / Milwaukie, Tesla Model Y,headlight,,,,https://portland.craigslist.org/mlt/pts/d/portland-tesla-model-or-headlight-left/7929779630.html,2026-05-01T09:54:22+00:00,53,Yes,Duplicate,"year match, part match, price visible, direct link, public source"
Craigslist,Tesla model 3 or Y headlight Left side,$350,eugene / Milwaukie, Tesla Model Y,headlight,,,,https://portland.craigslist.org/mlt/pts/d/portland-tesla-model-or-headlight-left/7929779630.html,2026-05-01T09:54:25+00:00,53,Yes,Duplicate,"year match, part match, price visible, direct link, public source"
Craigslist,Tesla model 3 or Y headlight Left side,$350,bend / Milwaukie, Tesla Model Y,headlight,,,,https://portland.craigslist.org/mlt/pts/d/portland-tesla-model-or-headlight-left/7929779630.html,2026-05-01T09:54:29+00:00,53,Yes,Duplicate,"year match, part match, price visible, direct link, public source"
Craigslist,Tesla half yolk steering wheel,$200,spokane / Seattle, Tesla Model Y,wheel,,,,https://seattle.craigslist.org/see/pts/d/tesla-half-yolk-steering-wheel/7930743561.html,2026-05-01T09:54:58+00:00,53,Yes,Duplicate,"year match, part match, price visible, direct link, public source"
Craigslist,Tesla half yolk steering wheel,$200,portland / Seattle, Tesla Model Y,wheel,,,,https://seattle.craigslist.org/see/pts/d/tesla-half-yolk-steering-wheel/7930743561.html,2026-05-01T09:55:08+00:00,53,Yes,Duplicate,"year match, part match, price visible, direct link, public source"
Craigslist,Tesla half yolk steering wheel,$200,eugene / Seattle, Tesla Model Y,wheel,,,,https://seattle.craigslist.org/see/pts/d/tesla-half-yolk-steering-wheel/7930743561.html,2026-05-01T09:55:11+00:00,53,Yes,Duplicate,"year match, part match, price visible, direct link, public source"
Craigslist,Tesla half yolk steering wheel,$200,bend / Seattle, Tesla Model Y,wheel,,,,https://seattle.craigslist.org/see/pts/d/tesla-half-yolk-steering-wheel/7930743561.html,2026-05-01T09:55:14+00:00,53,Yes,Duplicate,"year match, part match, price visible, direct link, public source"
Craigslist,Tesla Model Y 3 Parts,,bellingham / Marysville, Tesla Model Y,front bumper,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-3-parts/7921311562.html,2026-05-01T09:53:35+00:00,43,Yes,Duplicate,"year match, model match, direct link, public source"
Craigslist,Tesla Model Y 3 Parts,,portland / Marysville, Tesla Model Y,front bumper,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-3-parts/7921311562.html,2026-05-01T09:53:38+00:00,43,Yes,Duplicate,"year match, model match, direct link, public source"
Craigslist,Tesla Model Y 3 Parts,,seattle / Marysville, Tesla Model Y,rear bumper,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-3-parts/7921311562.html,2026-05-01T09:53:49+00:00,43,Yes,Duplicate,"year match, model match, direct link, public source"
Craigslist,Tesla Model Y 3 Parts,,bellingham / Marysville, Tesla Model Y,rear bumper,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-3-parts/7921311562.html,2026-05-01T09:53:55+00:00,43,Yes,Duplicate,"year match, model match, direct link, public source"
Craigslist,Tesla Model Y 3 Parts,,portland / Marysville, Tesla Model Y,rear bumper,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-3-parts/7921311562.html,2026-05-01T09:53:58+00:00,43,Yes,Duplicate,"year match, model match, direct link, public source"
Craigslist,Tesla Model Y 3 Parts,,spokane / Marysville, Tesla Model 3,front bumper,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-3-parts/7921311562.html,2026-05-01T09:55:48+00:00,23,Yes,Duplicate,"year match, direct link, public source"
Craigslist,Tesla Model Y 3 Parts,,bellingham / Marysville, Tesla Model 3,front bumper,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-3-parts/7921311562.html,2026-05-01T09:55:52+00:00,23,Yes,Duplicate,"year match, direct link, public source"
Craigslist,Tesla Model Y 3 Parts,,portland / Marysville, Tesla Model 3,front bumper,,,,https://seattle.craigslist.org/see/pts/d/marysville-tesla-model-3-parts/7921311562.html,2026-05-01T09:55:55+00:00,23,Yes,Duplicate,"year match, direct link, public source"
